appendix;page;row_num;plot_num_plan;cadastral_number;storeys;address;area_cadastral_m2;area_preliminary_m2;area_use_right_m2;area_withdrawal_m2;land_category;land_use_type;notes;restrictions;easement_area_m2;compensation_sum
3;47;35;35;90:11:130701:2590;Частная;Республика Крым, Сакский район, Лесновский сельский совет, за границами населённого пункта;400.0;400.0;400.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;36;36;90:11:130701:2591;Частная;Республика Крым, Сакский район, Лесновский сельский совет, за границами населённого пункта;400.0;400.0;400.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;37;37;90:11:130701:2592;Частная;Республика Крым, Сакский район, Лесновский сельский совет, за границами населённого пункта;400.0;400.0;400.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;38;38;90:11:130701:2593;Частная;Республика Крым, Сакский район, Лесновский сельский совет, за границами населённого пункта;400.0;400.0;400.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;39;39;90:11:130701:2594;Частная;Республика Крым, Сакский район, Лесновский сельский совет, за границами населённого пункта;400.0;400.0;400.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;40;40;90:11:130701:2618;Частная;Республика Крым, р-н Сакский, Лесновский с/с, уч 3, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;41;41;90:11:130701:2626;Частная;Республика Крым, р-н Сакский, Лесновский с/с, уч 3, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;42;42;90:11:130701:2627;Частная;Республика Крым, р-н Сакский, Лесновский с/с, уч 3, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;43;43;90:11:130701:2628;Частная;Республика Крым, р-н Сакский, Лесновский с/с, уч 3, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;44;44;90:11:130701:2629;Частная;Республика Крым, р-н Сакский, Лесновский с/с, уч 3, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;45;45;90:11:130701:2630;Частная;Республика Крым, р-н Сакский, Лесновский с/с, уч 3, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;46;46;90:11:130701:2631;Частная;Республика Крым, р-н Сакский, Лесновский с/с, уч 3, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;47;47;90:11:130701:2632;Частная;Республика Крым, р-н Сакский, Лесновский с/с, уч 3, за пределами населенного пункта;802.0;802.0;802.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;48;48;90:11:130701:2660;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 6, за пределами населенного пункта;652.0;652.0;652.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;49;49;90:11:130701:2662;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 6, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;47;50;50;90:11:130701:2663;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 6, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;48;51;51;90:11:130701:2669;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 6, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;48;52;52;90:11:130701:2670;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 6, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;48;53;53;90:11:130701:2673;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 6, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;48;54;54;90:11:130701:280;Частная;Республика Крым, Сакский район, на территории Лесновского сельского совета, индивидуальный участок № 62;1000.0;1000.0;1000.0;;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;;;;
3;48;55;55;90:11:130701:378;Частная;Республика Крым, район Сакский, село Прибрежное, улица Дачная, 172;1000.0;1000.0;1000.0;;Земли населенных пунктов;Размещение дачных домов и садовых домов;;90:11:130701:2225 Жилой дом;38.7;Частная
3;48;56;56;90:11:130701:440;Частная;Российская Федерация, Республика Крым, Сакский муниципальный район, Лесновское сельское поселение, село Прибрежное, улица Дачная, земельный участок 164;1000.0;1000.0;1000.0;;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;;;;
3;48;57;57;90:11:130701:45;Частная;Республика Крым, р-н Сакский, на территории Лесновского сельского совета, индивидуальный участок № 21;1000.0;1000.0;1000.0;;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;;;;
3;48;58;58;90:11:130701:667;Частная;Республика Крым, р-н Сакский, на территории Лесновского сельского совета;1000.0;1000.0;1000.0;;Земли сельскохозяйственного назначения;Ведение дачного хозяйства;;;;
3;48;59;59;90:11:130701:679;Частная;Российская Федерация, Республика Крым, муниципальный район Сакский, сельское поселение Лесновское, село Прибрежное, улица Дачная, земельный участок 176;1000.0;1000.0;1000.0;;Земли сельскохозяйственного назначения;Ведение дачного хозяйства;;90:11:130701:2469 Жилой дом;97.1;Частная
3;48;60;60;90:11:130701:92;Частная;Республика Крым, Сакский район, на территории Лесновского сельского совета, индивидуальный земельный участок № 178;1000.0;1000.0;1000.0;;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;;;;
3;48;61;61;90:18:010175:107;Сведения отсутствуют;Республика Крым, Евпатория г, Эскадронная ул;11.0;11.0;11.0;;Земли населенных пунктов;Предпринимательство;;;;
3;48;62;62;90:11:130701:1308;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 11;1000.0;1000.0;1000.0;;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;;;;
3;48;63;63;90:11:130701:1314;Сведения отсутствуют;Республика Крым, Сакский р-н, Лесновский с/с, уч 6;1000.0;1000.0;1000.0;;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;;;;
3;48;64;64;90:11:130701:2454;Частная;Республика Крым, Сакский р-н, Лесновский с/с;625.0;625.0;625.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;48;65;65;90:11:130701:2674;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 6, за пределами населенного пункта;600.0;600.0;600.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;48;66;66;90:11:130701:1190;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 56;1000.0;1000.0;1000.0;;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;;;;
3;48;67;68;90:18:010176:72;Муниципальная/Аренда;Республика Крым, Евпатория г, Симферопольская ул, уч 1;7837.0;385.0;385.0;;Земли населенных пунктов;Туристическое обслуживание;;;;
3;48;68;69;90:18:010176:78;Муниципальная/Аренда;Республика Крым, Евпатория г, Симферопольская ул, уч 2Ч;3427.0;155.0;155.0;;Земли населенных пунктов;Туристическое обслуживание;;90:18:010179:2061 Нежилое здание;4343.2;Сведения отсутствуют
3;48;69;70;90:18:010176:81;Муниципальная/Аренда;Республика Крым, Евпатория г, Симферопольская ул, д 2Ц;7702.0;2220.0;2220.0;;Земли населенных пунктов;Туристическое обслуживание;;"90:18:010179:2159, 90:18:010179:2160 система электороснабжения 0,4 кВ; 90:18:000000:1451 Наружные сети газоснабжения";;Частная
3;48;70;72;90:18:010179:2176;Муниципальная/Аренда;Российская Федерация, Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;4726.0;528.0;528.0;;Земли населенных пунктов;Туристическое обслуживание;;90:18:010179:2157 ОНС;;
3;48;71;73;90:18:010179:2177;Муниципальная/Аренда;Российская Федерация, Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;10512.0;1529.0;1529.0;;Земли населенных пунктов;Туристическое обслуживание;;90:18:010179:1521 ОНС;;
3;49;72;74;90:18:010179:3;Частная;"Республика Крым,г.Евпатория,ул.Симферопольс кая, в районе железнодорожной платформы""54 км""";1000.0;145.0;145.0;;Земли населенных пунктов;"Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов)";;;;
3;49;73;75;90:11:000000:220;Частная;Республика Крым, р-н Сакский, на територии Лесновского сельского совета, индивидуальный участок №134;1000.0;276.0;276.0;;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;;;;
3;49;74;76;90:11:000000:224;Частная;"Республика Крым, Сакский район, территория Лесновского сельского совета, западнее пансионата ""Прибрежный"", севернее полосы отвода Приднепровской железной дороги участок № 43";1000.0;1000.0;737.0;263.0;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Изымается часть земельного участка за границами полосы постоянного отвода, т.к. ее размеры не удовлетворяют предельно минимальным для данного вида разрешенного использования (согласно нормам Закона Республики Крым от 15 января 2015 г. N 66-ЗРК/2015).;90:11:130701:3393 Жилой дом 90:11:130701:3392 Нежилое здание;;Частная
3;49;75;77;90:11:130701:105;Частная;Республика Крым, Сакский район, на территории Лесновского сельского совета, индивидуальный участок № 144;1000.0;1000.0;792.0;208.0;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Изымается часть земельного участка за границами полосы постоянного отвода, т.к. ее размеры не удовлетворяют предельно минимальным для данного вида разрешенного использования (согласно нормам Закона Республики Крым от 15 января 2015 г. N 66-ЗРК/2015).;;;
3;49;76;78;90:11:130701:633;Частная;Республика Крым, р-н Сакский, на территории Лесновского сельского совета, индивидуальный участок 65;1000.0;1000.0;842.0;158.0;Земли сельскохозяйственного назначения;Ведение дачного хозяйства;Изымается часть земельного участка за границами полосы постоянного отвода, т.к. ее размеры не удовлетворяют предельно минимальным для данного вида разрешенного использования (согласно нормам Закона Республики Крым от 15 января 2015 г. N 66-ЗРК/2015).;;;
3;49;77;79;90:11:130701:1071;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 175;1000.0;70.0;70.0;;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;;;;
3;49;78;80;90:11:130701:1072;Сведения отсутствуют;Республика Крым, Сакский р-н, Лесновский с/с, уч 132;1000.0;1000.0;939.0;61.0;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;Изымается часть земельного участка за границами полосы постоянного отвода, т.к. ее размеры не удовлетворяют предельно минимальным для данного вида разрешенного использования (согласно нормам Закона Республики Крым от 15 января 2015 г. N 66-ЗРК/2015).;;;
3;49;79;81;90:11:130701:1073;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 63;1000.0;1000.0;971.0;29.0;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;Изымается часть земельного участка за границами полосы постоянного отвода, т.к. ее размеры не удовлетворяют предельно минимальным для данного вида разрешенного использования (согласно нормам Закона Республики Крым от 15 января 2015 г. N 66-ЗРК/2015).;;;
3;49;80;82;90:11:130701:1087;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 101;1000.0;76.0;76.0;;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;;;;
3;49;81;83;90:11:130701:1108;Сведения отсутствуют;Республика Крым, Сакский р-н, Лесновский с/с, уч 9, за пределами населенного пункта;10000.0;4696.0;4696.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;49;82;84;90:11:130701:1115;Сведения отсутствуют;Республика Крым, Сакский р-н, Лесновский с/с, уч 16, за пределами населенного пункта;10000.0;4320.0;4320.0;;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;;;;
3;49;83;85;90:11:130701:1129;Сведения отсутствуют;Республика Крым, Сакский р-н, Лесновский с/с, уч 40;1000.0;231.0;231.0;;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;;;;
3;50;84;86;90:11:130701:1133;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 37;1000.0;168.0;168.0;;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;;;;
3;50;85;87;90:11:130701:1134;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 35;1000.0;104.0;104.0;;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;;;;
3;50;86;88;90:11:130701:115;Частная;Республика Крым, муниципальный район Сакский, сельское поселение Лесновское, село Прибрежное, улица Дачная, земельный участок 78;1000.0;1000.0;834.0;166.0;Земли сельскохозяйственного назначения;Ведение садоводства;Изымается часть земельного участка за границами полосы постоянного отвода, т.к. ее размеры не удовлетворяют предельно минимальным для данного вида разрешенного использования (согласно нормам Закона Республики Крым от 15 января 2015 г. N 66-ЗРК/2015).;90:11:130701:3092 Жилой дом;109.0;Частная
3;50;87;89;90:11:130701:1150;Частная;Российская Федерация, Республика Крым, муниципальный район Сакский, сельское поселение Лесновское, село Прибрежное, улица Дачная, земельный участок 65;1000.0;59.0;59.0;;Земли сельскохозяйственного назначения;Ведение садоводства;;90:11:130701:3852 Жилой дом;36.9;Частная
3;50;88;90;90:11:130701:1152;Частная;Республика Крым, Сакский р-н, Лесновский с/с, уч 145;1000.0;242.0;242.0;;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;;;;
