appendix;page;row_num;plot_num_plan;point_nums;cadastral_designation;address;area_egrn_m2;land_category;vri_current;land_category_new;vri_new;area_formed_m2;public_territory;formation_method
1;9;1;68(1);1-27;90:18:010176:72:ЗУ1;Республика Крым, г Евпатория, ул Симферопольская;7837.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Земельные участки (территории) общего пользования;385.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:010176:72, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;9;2;68(2);1-32;90:18:010176:72;Республика Крым, Евпатория г, Симферопольская ул, уч 1;7837.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Туристическое обслуживание;7452.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;9;3;69(1);1-6;90:18:010176:78:ЗУ1;Республика Крым, г Евпатория, ул Симферопольская;3427.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Земельные участки (территории) общего пользования;155.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:010176:78, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;9;4;69(2);1-10;90:18:010176:78;Республика Крым, Евпатория г, Симферопольская ул, уч 2Ч;3427.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Туристическое обслуживание;3272.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;9;5;70(1);1-22;90:18:010176:81:ЗУ1;Республика Крым, г Евпатория, ул Симферопольская;7702.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Земельные участки (территории) общего пользования;2220.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:010176:81, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;9;6;70(2);1-23;90:18:010176:81;Республика Крым, Евпатория г, Симферопольская ул, д 2Ц;7702.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Туристическое обслуживание;5482.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;9;7;72(1);1-10;90:18:010179:2176:ЗУ1;Российская Федерация, Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;4726.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Земельные участки (территории) общего пользования;528.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:010179:2176, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;9;8;72(2);1-10;90:18:010179:2176;Российская Федерация, Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;4726.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Туристическое обслуживание;4198.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;9;9;73(1);1-9;90:18:010179:2177:ЗУ1;Российская Федерация, Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;10512.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Земельные участки (территории) общего пользования;1529.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:010179:2177, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;9;10;73(2);1-11;90:18:010179:2177;Российская Федерация, Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;10512.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Туристическое обслуживание;8983.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;9;11;74(1);1-4;90:18:010179:3:ЗУ1;"Республика Крым,г.Евпатория,ул.Симферопол ьская, в районе железнодорожной платформы""54 км""";1000.0;Земли населенных пунктов;"Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов)";Земли населенных пунктов;Земельные участки (территории) общего пользования;145.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:010179:3, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;9;12;74(2);1-5;90:18:010179:3;"Республика Крым,г.Евпатория,ул.Симферопол ьская, в районе железнодорожной платформы""54 км""";1000.0;Земли населенных пунктов;"Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов)";Земли населенных пунктов;"Малоэтажная жилая застройка (индивидуальное жилищное строительство; размещение дачных домов и садовых домов)";855.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;10;13;75(1);1-6;90:11:000000:220:ЗУ1;Республика Крым, Сакский р-н, на територии Лесновского сельского совета;1000.0;Земли сельскохозяйственно го назначения;Размещение дачных домов и садовых домов;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;276.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:000000:220, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;10;14;75(2);1-6;90:11:000000:220;Республика Крым, р-н Сакский, на територии Лесновского сельского совета, индивидуальный участок №134;1000.0;Земли сельскохозяйственно го назначения;Размещение дачных домов и садовых домов;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;724.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;10;15;76(1);1-4;90:11:000000:224:ЗУ1;"Республика Крым, Сакский район, территория Лесновского сельского совета, западнее пансионата ""Прибрежный"", севернее полосы отвода Приднепровской железной дороги";1000.0;Земли сельскохозяйственно го назначения;Размещение дачных домов и садовых домов;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;737.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:000000:224, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;10;16;76(2);1-4;90:11:000000:224;"Республика Крым, Сакский район, территория Лесновского сельского совета, западнее пансионата ""Прибрежный"", севернее полосы отвода Приднепровской железной дороги участок № 43";1000.0;Земли сельскохозяйственно го назначения;Размещение дачных домов и садовых домов;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;263.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;10;17;77(1);1-6;90:11:130701:105:ЗУ1;Республика Крым, Сакский район, на территории Лесновского сельского совета;1000.0;Земли сельскохозяйственно го назначения;Размещение дачных домов и садовых домов;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;792.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:105, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;10;18;77(2);1-4;90:11:130701:105;Республика Крым, Сакский район, на территории Лесновского сельского совета, индивидуальный участок № 144;1000.0;Земли сельскохозяйственно го назначения;Размещение дачных домов и садовых домов;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;208.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;10;19;78(1);1-4;90:11:130701:633:ЗУ1;Республика Крым, р-н Сакский, на территории Лесновского сельского совета;1000.0;Земли сельскохозяйственно го назначения;Ведение дачного хозяйства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;842.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:633, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;10;20;78(2);1-4;90:11:130701:633;Республика Крым, р-н Сакский, на территории Лесновского сельского совета, индивидуальный участок 65;1000.0;Земли сельскохозяйственно го назначения;Ведение дачного хозяйства;Земли сельскохозяйственного назначения;Ведение дачного хозяйства;158.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;10;21;79(1);1-4;90:11:130701:1071:ЗУ1;Республика Крым, Сакский р-н, Лесновский с/с;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;70.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1071, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;10;22;79(2);1-4;90:11:130701:1071;Республика Крым, Сакский р-н, Лесновский с/с, уч 175;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;930.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;11;23;80(1);1-5;90:11:130701:1072:ЗУ1;Республика Крым, Сакский р-н, Лесновский с/с;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;939.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1072, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;11;24;80(2);1-3;90:11:130701:1072;Республика Крым, Сакский р-н, Лесновский с/с, уч 132;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;61.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;11;25;81(1);1-4;90:11:130701:1073:ЗУ1;Республика Крым, Сакский р-н, Лесновский с/с;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;971.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1073, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;11;26;81(2);1-4;90:11:130701:1073;Республика Крым, Сакский р-н, Лесновский с/с, уч 63;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;29.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;11;27;82(1);1-4;90:11:130701:1087:ЗУ1;Республика Крым, Сакский р-н, Лесновский с/с;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;76.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1087, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;11;28;82(2);1-6;90:11:130701:1087;Республика Крым, Сакский р-н, Лесновский с/с, уч 101;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;924.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;11;29;83(1);1-4;90:11:130701:1108:ЗУ1;Республика Крым, Сакский р-н, Лесновский с/с, уч 9, за пределами населенного пункта;10000.0;Земли сельскохозяйственно го назначения;Ведение личного подсобного хозяйства на полевых участках;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;4696.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1108, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;11;30;83(2);1-4;90:11:130701:1108;Республика Крым, Сакский р-н, Лесновский с/с, уч 9, за пределами населенного пункта;10000.0;Земли сельскохозяйственно го назначения;Ведение личного подсобного хозяйства на полевых участках;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;5304.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;11;31;84(1);1-4;90:11:130701:1115:ЗУ1;Республика Крым, Сакский р-н, Лесновский с/с, уч 16, за пределами населенного пункта;10000.0;Земли сельскохозяйственно го назначения;Ведение личного подсобного хозяйства на полевых участках;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;4320.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1115, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;11;32;84(2);1-4;90:11:130701:1115:ЗУ2;Республика Крым, Сакский р-н, Лесновский с/с, уч 16, за пределами населенного пункта;10000.0;Земли сельскохозяйственно го назначения;Ведение личного подсобного хозяйства на полевых участках;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;850.0;;Образуемый земельный участок расположен за границами зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1115, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;11;33;84(3);1-4;90:11:130701:1115;Республика Крым, Сакский р-н, Лесновский с/с, уч 16, за пределами населенного пункта;10000.0;Земли сельскохозяйственно го назначения;Ведение личного подсобного хозяйства на полевых участках;Земли сельскохозяйственного назначения;Ведение личного подсобного хозяйства на полевых участках;4830.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;12;34;85(1);1-4;90:11:130701:1129:ЗУ1;Республика Крым, Сакский р-н, Лесновский с/с;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;231.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1129, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;12;35;85(2);1-4;90:11:130701:1129;Республика Крым, Сакский р-н, Лесновский с/с, уч 40;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;769.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;12;36;86(1);1-4;90:11:130701:1133:ЗУ1;Республика Крым, Сакский р-н, Лесновский с/с;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;168.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1133, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;12;37;86(2);1-4;90:11:130701:1133;Республика Крым, Сакский р-н, Лесновский с/с, уч 37;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;832.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;12;38;87(1);1-4;90:11:130701:1134:ЗУ1;Республика Крым, Сакский р-н, Лесновский с/с;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;104.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1134, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;12;39;87(2);1-4;90:11:130701:1134;Республика Крым, Сакский р-н, Лесновский с/с, уч 35;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;896.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;12;40;88(1);1-5;90:11:130701:115:ЗУ1;Республика Крым, муниципальный район Сакский, сельское поселение Лесновское, село Прибрежное, улица Дачная;1000.0;Земли сельскохозяйственно го назначения;Ведение садоводства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;834.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:115, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;12;41;88(2);1-5;90:11:130701:115;Республика Крым, муниципальный район Сакский, сельское поселение Лесновское, село Прибрежное, улица Дачная, земельный участок 78;1000.0;Земли сельскохозяйственно го назначения;Ведение садоводства;Земли сельскохозяйственного назначения;Ведение садоводства;166.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;12;42;89(1);1-4;90:11:130701:1150:ЗУ1;Российская Федерация, Республика Крым, муниципальный район Сакский, сельское поселение Лесновское, село Прибрежное, улица Дачная;1000.0;Земли сельскохозяйственно го назначения;Ведение садоводства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;59.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1150, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;12;43;89(2);1-4;90:11:130701:1150;Российская Федерация, Республика Крым, муниципальный район Сакский, сельское поселение Лесновское, село Прибрежное, улица Дачная, земельный участок 65;1000.0;Земли сельскохозяйственно го назначения;Ведение садоводства;Земли сельскохозяйственного назначения;Ведение садоводства;941.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;13;44;90(1);1-3;90:11:130701:1152:ЗУ1;Республика Крым, Сакский р-н, Лесновский с/с;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;242.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1152, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;13;45;90(2);1-5;90:11:130701:1152;Республика Крым, Сакский р-н, Лесновский с/с, уч 145;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;758.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;13;46;91(1);1-5;90:11:130701:1165:ЗУ1;Республика Крым, Сакский р-н, Лесновский с/с, за пределами населенного пункта;1000.0;Земли сельскохозяйственно го назначения;Ведения дачного хозяйства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;110.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:1165, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
