appendix;page;row_num;plot_num_plan;point_nums;cadastral_designation;address;area_egrn_m2;land_category;vri_current;land_category_new;vri_new;area_formed_m2;public_territory;formation_method
1;21;133;176(1);1-7;90:11:130701:728:ЗУ1;Республика Крым, Сакский р-н, Лесновский с/с;1000.0;Земли сельскохозяйственно го назначения;Ведение дачного хозяйства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;426.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:728, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;21;134;176(2);1-7;90:11:130701:728;Республика Крым, Сакский р-н, Лесновский с/с, уч 137;1000.0;Земли сельскохозяйственно го назначения;Ведение дачного хозяйства;Земли сельскохозяйственного назначения;Ведение дачного хозяйства;574.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;21;135;177(1);1-5;90:11:130701:73:ЗУ1;Республика Крым, р-н Сакский, Лесновский сельский совет, за границами населенного пункта;897.0;Земли сельскохозяйственно го назначения;Размещение дачных домов и садовых домов;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;287.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:73, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;21;136;177(2);1-5;90:11:130701:73;Республика Крым, р-н Сакский, Лесновский сельский совет, за границами населенного пункта;897.0;Земли сельскохозяйственно го назначения;Размещение дачных домов и садовых домов;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;610.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;21;137;178(1);1-6;90:11:130701:98:ЗУ1;Республика Крым, на территории Лесновского сельского совета Сакского района;1000.0;Земли сельскохозяйственно го назначения;Размещение дачных домов и садовых домов;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;303.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:98, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;21;138;178(2);1-6;90:11:130701:98;Республика Крым, на территории Лесновского сельского совета Сакского района, индивидуальный участок № 135;1000.0;Земли сельскохозяйственно го назначения;Размещение дачных домов и садовых домов;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;697.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;21;139;179(1);1-7;90:11:220301:545:ЗУ1;Республика Крым, р-н Сакский, на территории Лесновского сельского совета;1000.0;Земли сельскохозяйственно го назначения;Размещение дачных домов и садовых домов;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;352.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:220301:545, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;21;140;179(2);1-7;90:11:220301:545;Республика Крым, р-н Сакский, на территории Лесновского сельского совета;1000.0;Земли сельскохозяйственно го назначения;Размещение дачных домов и садовых домов;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;648.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;21;141;180(1);1-9;90:18:010179:20:ЗУ1;"Республика Крым, г Евпатория, Симферопольское шоссе, между ""Аквапарком"" и развлекательным комплексом ""Солнышко""";171558.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Земельные участки (территории) общего пользования;10026.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:010179:20, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;22;142;180(2);1-24;90:18:010179:20;"Республика Крым, г Евпатория, Симферопольское шоссе, между ""Аквапарком"" и развлекательным комплексом ""Солнышко""";171558.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Туристическое обслуживание;161532.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;22;143;181(1);1-5;90:18:000000:1449:ЗУ1;Российская Федерация, Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;3846.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Земельные участки (территории) общего пользования;379.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:1449, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;22;144;181(2);1-5;90:18:000000:1449;Российская Федерация, Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;3846.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Туристическое обслуживание;3467.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;22;145;182(1);1-15;90:18:010176:79:ЗУ1;Российская Федерация, Республика Крым, городской округ Евпатория, город Евпатория, улица Симферопольская;10780.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Земельные участки (территории) общего пользования;1418.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:010176:79, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;22;146;182(2);1-28;90:18:010176:79;Российская Федерация, Республика Крым, городской округ Евпатория, город Евпатория, улица Симферопольская, земельный участок 2х;10780.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Туристическое обслуживание;9362.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;22;147;183(1);1-9 1-17;90:18:000000:1418:ЗУ1;Российская Федерация, Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;16146.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Земельные участки (территории) общего пользования;1451.0;Территории общего пользования;Образуемый многоконтурный земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:1418, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;22;148;183(2);1-12 1-16;90:18:000000:1418;Российская Федерация, Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;16146.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Туристическое обслуживание;14695.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах (многоконтурный). Расположен за границами зоны размещения объекта.
1;22;149;184(1);1-43;90:18:000000:710:ЗУ1;Республика Крым, г Евпатория, ул Эскадронная;4581.0;Земли населенных пунктов;Железнодорожный транспорт, земельные участки (территории) общего пользования;Земли населенных пунктов;Земельные участки (территории) общего пользования;2366.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:710, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;22;150;184(2);1-22;90:18:000000:710;Республика Крым, Евпатория г, Эскадронная ул, 4;4581.0;Земли населенных пунктов;Железнодорожный транспорт, земельные участки (территории) общего пользования;Земли населенных пунктов;Железнодорожный транспорт, земельные участки (территории) общего пользования;2215.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;22;151;185(1);1-29;90:18:000000:858:ЗУ1;Республика Крым, г Евпатория, ул Революции;32187.0;Земли населенных пунктов;Земельные участки (территории) общего пользования;Земли населенных пунктов;Земельные участки (территории) общего пользования;1969.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:858, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;22;152;185(2);1-7 1-8 1-43 1-66 1-248;90:18:000000:858;Республика Крым, Евпатория г, Революции ул;32187.0;Земли населенных пунктов;Земельные участки (территории) общего пользования;Земли населенных пунктов;Земельные участки (территории) общего пользования;30218.0;Территории общего пользования;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах (многоконтурный). Расположен за границами зоны размещения объекта.
1;23;153;186(1);1-8;90:18:010182:330:ЗУ1;Республика Крым, г Евпатория, ш Симферопольское;4008.0;Земли населенных пунктов;Стоянка транспортных средств;Земли населенных пунктов;Земельные участки (территории) общего пользования;796.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:010182:330, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;23;154;186(2);1-13;90:18:010182:330;Республика Крым, Евпатория г, Симферопольское ш, уч 50;4008.0;Земли населенных пунктов;Стоянка транспортных средств;Земли населенных пунктов;Стоянка транспортных средств;3212.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;23;155;187(1);1-6;90:18:010179:2163:ЗУ1;Республика Крым, городской округ Евпатория, г. Евпатория;297.0;Земли населенных пунктов;Земельные участки (территории) общего пользования, Стоянка транспортных средств;Земли населенных пунктов;Земельные участки (территории) общего пользования;35.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:010179:2163, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;23;156;187(2);1-4;90:18:010179:2163;Республика Крым, городской округ Евпатория, г. Евпатория;297.0;Земли населенных пунктов;Земельные участки (территории) общего пользования, Стоянка транспортных средств;Земли населенных пунктов;Земельные участки (территории) общего пользования, Стоянка транспортных средств;262.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;23;157;188(1);1-22;90:18:000000:1321:ЗУ1;Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;14194.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Земельные участки (территории) общего пользования;1635.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:1321, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;23;158;188(2);1-23;90:18:000000:1321;Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская, з/у 2ф/1;14194.0;Земли населенных пунктов;Туристическое обслуживание;Земли населенных пунктов;Туристическое обслуживание;12559.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;23;159;189(1);1-23;90:18:000000:914:ЗУ1;297405, Республика Крым, Г Евпатория, УЛ Эскадронная;28796.0;Земли населенных пунктов;Земельные участки (территории) общего пользования;Земли населенных пунктов;Земельные участки (территории) общего пользования;2333.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:914, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;23;160;189(2);1-116;90:18:000000:914;297405, Республика Крым, Евпатория г, Эскадронная ул;28796.0;Земли населенных пунктов;Земельные участки (территории) общего пользования;Земли населенных пунктов;Земельные участки (территории) общего пользования;26463.0;Территории общего пользования;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;23;161;190(1);1-19;90:18:000000:966:ЗУ1;"Российская Федерация, Республика Крым, Российская Федерация, городской округ Евпатория, г Евпатория, в районе ""Сольпрома""";326320.0;Земли населенных пунктов;Коммунальное обслуживание, код 3.1;Земли населенных пунктов;Земельные участки (территории) общего пользования;32090.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:966, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;23;162;190(2);1-4 1-4 1-4 1-4;90:18:000000:966:ЗУ2;"Российская Федерация, Республика Крым, Российская Федерация, городской округ Евпатория, г Евпатория, в районе ""Сольпрома""";326320.0;Земли населенных пунктов;Коммунальное обслуживание, код 3.1;Земли населенных пунктов;Коммунальное обслуживание, код 3.1;750.0;;Образуемый многоконтурный земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:966, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;23;163;190(3);1-25;90:18:000000:966;"Российская Федерация, Республика Крым, Российская Федерация, городской округ Евпатория, г Евпатория, в районе ""Сольпрома""";326320.0;Земли населенных пунктов;Коммунальное обслуживание, код 3.1;Земли населенных пунктов;Коммунальное обслуживание, код 3.1;293480.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;23;164;191(1);1-40;90:18:000000:967:ЗУ1;"Российская Федерация, Республика Крым, городской округ Евпатория, г Евпатория, в районе ""Сольпрома""";40000.0;Земли населенных пунктов;Земельные участки (территории) общего пользования, код 12.0;Земли населенных пунктов;Земельные участки (территории) общего пользования;10889.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:967, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;24;165;191(2);1-5;90:18:000000:967:ЗУ2;"Российская Федерация, Республика Крым, городской округ Евпатория, г Евпатория, в районе ""Сольпрома""";40000.0;Земли населенных пунктов;Земельные участки (территории) общего пользования, код 12.0;Земли населенных пунктов;Коммунальное обслуживание, код 3.1;57.0;;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:967, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;24;166;191(3);1-20 1-3 1-48;90:18:000000:967;"Российская Федерация, Республика Крым, городской округ Евпатория, г Евпатория, в районе ""Сольпрома""";40000.0;Земли населенных пунктов;Земельные участки (территории) общего пользования, код 12.0;Земли населенных пунктов;Земельные участки (территории) общего пользования, код 12.0;29054.0;Территории общего пользования;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах (многоконтурный). Расположен за границами зоны размещения объекта.
1;24;167;192(1);1-5;90:18:000000:820:ЗУ;Республика Крым, г Евпатория;14773.0;Земли населенных пунктов;Земельные участки (территории) общего пользования;Земли населенных пунктов;Земельные участки (территории) общего пользования;1170.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:820, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;24;168;192(2);1-24 1-121;90:18:000000:820;Республика Крым, Евпатория г;14773.0;Земли населенных пунктов;Земельные участки (территории) общего пользования;Земли населенных пунктов;Земельные участки (территории) общего пользования;13603.0;Территории общего пользования;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах (многоконтурный). Расположен за границами зоны размещения объекта.
1;24;169;193(1);1-4;90:18:000000:1552:ЗУ1;Российская Федерация, Республика Крым, г Евпатория;3887.0;Земли населенных пунктов;Гидротехнические сооружения;Земли населенных пунктов;Земельные участки (территории) общего пользования;49.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта.Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:1552, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;24;170;193(2);1-10 1-6 1-8 1-7 1-4 1-6;90:18:000000:1552;Российская Федерация, Республика Крым, г Евпатория;3887.0;Земли населенных пунктов;Гидротехнические сооружения;Земли населенных пунктов;Гидротехнические сооружения;3838.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах (многоконтурный). Расположен за границами зоны размещения объекта.
1;24;171;194(1);1-6 1-18 1-30 1-145 1-10 1-8 1-9;90:18:000000:670:ЗУ1;Республика Крым, Евпатория г;862991.0;Земли населенных пунктов;Железнодорожный транспорт;Земли населенных пунктов;Земельные участки (территории) общего пользования;85191.0;Территории общего пользования;Образуемый многоконтурный земельный участок расположен в границах зоны размещения объекта. Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:000000:670, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;24;172;194(2);1-11 1-600 1-10 1-14 1-17;90:18:000000:670;Республика Крым, Евпатория г;862991.0;Земли населенных пунктов;Железнодорожный транспорт;Земли населенных пунктов;Железнодорожный транспорт;777800.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах (многоконтурный). Расположен за границами зоны размещения объекта.
1;24;173;195(1);1-7;90:18:010182:598:ЗУ1;Республика Крым, Евпатория г;505.0;Земли населенных пунктов;Железнодорожный транспорт;Земли населенных пунктов;Земельные участки (территории) общего пользования;238.0;Территории общего пользования;Образуемый земельный участок расположен в границах зоны размещения объекта. Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:18:010182:598, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;24;174;195(2);1-6;90:18:010182:598;Республика Крым, Евпатория г;505.0;Земли населенных пунктов;Железнодорожный транспорт;Земли населенных пунктов;Железнодорожный транспорт;267.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;24;175;196(1);1-4;90:11:130701:650:ЗУ1;Республика Крым, Сакский район, на территории Лесновского сельского совета;1000.0;Земли сельскохозяйственно го назначения;Ведение дачного хозяйства;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Автомобильный транспорт;628.0;;Образуемый земельный участок расположен в границах зоны размещения объекта. Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:130701:650, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;25;176;196(2);1-4;90:11:130701:650;Республика Крым, Сакский район, на территории Лесновского сельского совета, индивидуальный участок № 164;1000.0;Земли сельскохозяйственно го назначения;Ведение дачного хозяйства;Земли сельскохозяйственного назначения;Ведение дачного хозяйства;372.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;25;177;197(1);1-4 1-4;90:11:000000:1187:ЗУ1;Республика Крым, р-н Сакский, Лесновский сельский совет, уч №134;95600.0;Земли населенных пунктов;Коммунальное обслуживание;Земли населенных пунктов;Коммунальное обслуживание, код 3.1;76.0;;Образуемый многоконтурный земельный участок расположен в границах зоны размещения объекта. Способ образования - путем раздела исходного земельного участка с кадастровым номером 90:11:000000:1187, при этом земельный участок, раздел которого осуществлен, сохраняется в измененных границах (измененный земельный участок).
1;25;178;197(2);1-65;90:11:000000:1187;Республика Крым, р-н Сакский, Лесновский сельский совет, уч №134;95600.0;Земли населенных пунктов;Коммунальное обслуживание;Земли населенных пунктов;Коммунальное обслуживание;95524.0;;Земельный участок, раздел которого осуществлен с сохранением земельного участка в измененных границах. Расположен за границами зоны размещения объекта.
1;25;179;198;1-5 1-4 1-4;90:18:010177:ЗУ1;Российская Федерация, Республика Крым, г. Евпатория;;;;Земли населенных пунктов;Коммунальное обслуживание, код 3.1;848.0;;Образуемый многоконтурный земельный участок в границах зоны размещения объекта. Способ образования - из земель, находящихся в муниципальной собственности.
1;25;180;199;1-4 1-4 1-4 1-5 1-6 1-4 1-4;90:18:010180:ЗУ1;Российская Федерация, Республика Крым, г. Евпатория;;;;Земли населенных пунктов;Коммунальное обслуживание, код 3.1;1490.0;;Образуемый многоконтурный земельный участок в границах зоны размещения объекта. Способ образования - из земель, находящихся в муниципальной собственности.
1;25;181;200;1-5 1-4 1-4 1-4 1-4;90:11:130701:ЗУ1;Республика Крым, Сакский район, Лесновское сельское поселение;;;;Земли промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земли для обеспечения космической деятельности, земли обороны, безопасности и земли иного специального назначения;Коммунальное обслуживание, код 3.1;1425.0;;Образуемый многоконтурный земельный участок в границах зоны размещения объекта. Способ образования - из земель, находящихся в государственной собственности.
