appendix;page;row_num;plot_num_plan;cadastral_number;address;area_cadastral_m2;storeys;land_category;land_use_type;notes
2;43;120;164;90:11:130701:32;Республика Крым, Сакский район, на территории Лесновского сельского совета, индивидуальный участок № 176;1000.0;Частная;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;43;121;165;90:11:130701:346;Российская Федерация, Республика Крым, Сакский муниципальный район, Лесновское сельское поселение, село Прибрежное, улица Дачная, земельный участок 82;1000.0;Частная;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;43;122;166;90:11:130701:347;Республика Крым, муниципальный район Сакский, сельское поселение Лесновское, село Прибрежное, улица Дачная, земельный участок 80;1000.0;Частная;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;43;123;167;90:11:130701:40;Республика Крым, Сакский район, на территории Лесновского сельского совета, индивидуальный участок № 20;1000.0;Частная;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;43;124;168;90:11:130701:41;Республика Крым, р-н Сакский, на территории Лесновского сельского совета, индивидуальный участок № 22;1000.0;Частная;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;43;125;169;90:11:130701:438;Республика Крым, м. р-н Сакский, с.п. Лесновское, с Прибрежное, ул Дачная, з/у 104;1000.0;Частная;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;43;126;170;90:11:130701:439;Российская Федерация, Республика Крым, Сакский муниципальный район, Лесновское сельское поселение, с. Прибрежное, ул. Дачная, земельный участок 106;1000.0;Частная;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;43;127;171;90:11:130701:50;Республика Крым, р-н Сакский, Лесновский сельский совет, за границами населенного пункта;897.0;Частная;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;43;128;172;90:11:130701:509;Республика Крым, Сакский р-н, Лесновский сельский совет, Прибрежное село, Дачная улица, земельный участок 40;1000.0;Частная;Земли сельскохозяйственного назначения;Ведение дачного хозяйства;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;129;173;90:11:130701:54;Республика Крым, Сакского района, на территории Лесновского сельского совета, индивидуальный участок № 133;1000.0;Частная;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;130;174;90:11:130701:600;Республика Крым, Сакский район, на территории Лесновского сельского совета, индивидуальный участок № 50;1000.0;Частная;Земли сельскохозяйственного назначения;Ведение дачного хозяйства;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;131;175;90:11:130701:634;Республика Крым, р-н Сакский, на территории Лесновского сельского совета, индивидуальный участок №52;1000.0;Частная;Земли сельскохозяйственного назначения;Ведение дачного хозяйства;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;132;176;90:11:130701:728;Республика Крым, Сакский р-н, Лесновский с/с, уч 137;1000.0;Частная;Земли сельскохозяйственного назначения;Ведения дачного хозяйства;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;133;177;90:11:130701:73;Республика Крым, р-н Сакский, Лесновский сельский совет, за границами населенного пункта;897.0;Частная;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;134;178;90:11:130701:98;Республика Крым, на территории Лесновского сельского совета Сакского района, индивидуальный участок № 135;1000.0;Частная;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;135;179;90:11:220301:545;Республика Крым, р-н Сакский, на территории Лесновского сельского совета;1000.0;Частная;Земли сельскохозяйственного назначения;Размещение дачных домов и садовых домов;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;136;180;90:18:010179:20;"Республика Крым, г Евпатория, Симферопольское шоссе, между ""Аквапарком"" и развлекательным комплексом ""Солнышко""";171558.0;Муниципальная/Арен да;Земли населенных пунктов;Туристическое обслуживание;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;137;181;90:18:000000:1449;Российская Федерация, Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;3846.0;Муниципальная/Арен да;Земли населенных пунктов;Туристическое обслуживание;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;138;182;90:18:010176:79;Российская Федерация, Республика Крым, городской округ Евпатория, город Евпатория, улица Симферопольская, земельный участок 2х;10780.0;Муниципальная/Арен да;Земли населенных пунктов;Туристическое обслуживание;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;139;183;90:18:000000:1418;Российская Федерация, Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская;16146.0;Муниципальная/Арен да;Земли населенных пунктов;Туристическое обслуживание;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;140;184;90:18:000000:710;Республика Крым, Евпатория г, Эскадронная ул, 4;4581.0;Муниципальная/Арен да;Земли населенных пунктов;Железнодорожный транспорт, земельные участки (территории) общего пользования;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;141;185;90:18:000000:858;Республика Крым, Евпатория г, Революции ул;32187.0;Муниципальная/Опер ативное управление;Земли населенных пунктов;Земельные участки (территории) общего пользования;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;142;186;90:18:010182:330;Республика Крым, Евпатория г, Симферопольское ш, уч 50;4008.0;Муниципальная;Земли населенных пунктов;Стоянка транспортных средств;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;143;187;90:18:010179:2163;Республика Крым, городской округ Евпатория, г. Евпатория;297.0;Муниципальная;Земли населенных пунктов;Земельные участки (территории) общего пользования, Стоянка транспортных средств;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;144;188;90:18:000000:1321;Российская Федерация, Республика Крым, городской округ Евпатория, г. Евпатория, ул. Симферопольская, з/у 2ф/1;14194.0;Муниципальная;Земли населенных пунктов;Туристическое обслуживание;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;44;145;189;90:18:000000:914;297405, Республика Крым, Евпатория г, Эскадронная ул;28796.0;Муниципальная;Земли населенных пунктов;Земельные участки (территории) общего пользования;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;45;146;190;90:18:000000:966;"Российская Федерация, Республика Крым, Российская Федерация, городской округ Евпатория, г Евпатория, в районе ""Сольпрома""";326320.0;Муниципальная;Земли населенных пунктов;Коммунальное обслуживание, код 3.1;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;45;147;191;90:18:000000:967;"Российская Федерация, Республика Крым, городской округ Евпатория, г Евпатория, в районе ""Сольпрома""";40000.0;Муниципальная;Земли населенных пунктов;Земельные участки (территории) общего пользования, код 12.0;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;45;148;192;90:18:000000:820;Республика Крым, Евпатория г;14773.0;Муниципальная;Земли населенных пунктов;Земельные участки (территории) общего пользования;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;45;149;193;90:18:000000:1552;Российская Федерация, Республика Крым, г Евпатория;3887.0;Муниципальная;Земли населенных пунктов;Гидротехнические сооружения;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;45;150;194;90:18:000000:670;Республика Крым, Евпатория г;862991.0;Федеральная;Земли населенных пунктов;Железнодорожный транспорт;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;45;151;195;90:18:010182:598;Республика Крым, Евпатория г;505.0;Федеральная;Земли населенных пунктов;Железнодорожный транспорт;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;45;152;196;90:11:130701:650;Республика Крым, Сакский район, на территории Лесновского сельского совета, индивидуальный участок № 164;1000.0;Частная;Земли сельскохозяйственного назначения;Ведение дачного хозяйства;Существующий земельный участок частично расположен в границах зоны размещения объекта.
2;45;153;197;90:11:000000:1187;Республика Крым, р-н Сакский, Лесновский сельский совет, уч №134;95600.0;Государственная;Земли населенных пунктов;Коммунальное обслуживание;Существующий земельный участок частично расположен в границах зоны размещения объекта.
